ShowDate	Venue	City	State	Set1	Set2	Set3	Comment	LastUpdate	UpdateID
08/12/78	Keystone	Berkeley	CA	Catfish John, Love In The Afternoon, That's What Love Will Make You Do, Mission In The Rain	The Harder They Come, Simple Twist Of Fate, Tore Up Over You, I'll Be With Thee, Midnight Moonlight, How Sweet It Is To Be Loved By You, E: Rhapsody In Red		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	414
10/03/78	Shady Grove, Haight St.	San Francisco	CA	Ngiculela*, Do I Move You*, Come Together*, Walkin' Down The Road*, Jam, World Is A Ghetto*, Expressway To Your Heart*			*=only time played. Shady Grove closing night. Merle Saunders Band w/Jerry Garcia	2/12/96 0:00:00	415
10/05/78	Community Center	Rohnert Park	CA				Jerry Garcia, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	416
10/07/78	Keystone Palo Alto	Palo Alto	CA				Jerry Garcia, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	417
10/08/78	Keystone Palo Alto	Palo Alto	CA				Jerry Garcia, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	418
10/10/78	Keystone	Berkeley	CA		The Harder They Come, Mission In The Rain, It's Too Late, Gomorrah, Rhapsody In Red		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	419
10/11/78	Keystone	Berkeley	CA	Sitting Here In Limbo, I'll Take A Melody, All By Myself*, I'll Be With Thee, Green Onions, The Harder They Come			*=w/Will Scarlet on Harmonica. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	420
10/12/78	Keystone	Berkeley	CA	Mission In The Rain, That's What Love Will Make You Do, Simple Twist Of Fate, Second That Emotion*	Midnight Moonlight, Love In The Afternoon, It's No Use, Mystery Train		*=w/Will Scartlet on Harmonica. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	421
10/24/78	Keystone	Berkeley	CA	Love In The Afternoon, It's No Use, Second That Emotion, Russian Lullaby, Mystery Train, The Harder They Come, Mission In The Rain, Gomorrah*, Midnight Moonlight*			*=w/Lee Oskar on Harmonica. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	422
10/26/78	Paramount Theatre	Portland	OR	The Harder They Come, Mission In The Rain, Simple Twist Of Fate, They Love Each Other, It's No Use, Mystery Train	Love In The Afternoon, Rubin And Cherise, Tore Up Over You, Gomorrah, I'll Be With Thee, Lonesome And A Long Way From Home		Bob Weir Band opened. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	423
10/27/78	Pavillion East, Washington State College	Cheney	WA	How Sweet It Is To Be Loved By You, Catfish John, That's What Love Will Make You Do, Russian Lullaby, Second That Emotion, Mystery Train	Love In The Afternoon, Tore Up Over You, Rubin And Cherise, Gomorrah, I'll Be With Thee, Midnight Moonlight		Bob Weir Band opened. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	424
10/28/78	Paramount Northwest Theater	Seattle	WA	The Harder They Come, Mission In The Rain, They Love Each Other, Knockin' On Heaven's Door, It's No Use, The Night They Drove Old Dixie Down, Rubin And Cherise	How Sweet It Is To Be Loved By You, Catfish John, Second That Emotion, Love In The Afternoon, Mystery Train, Gomorrah, I'll Be With Thee-> Lonesome And A Long Way From Home		Bob Weir Band opened. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	425
11/02/78	Keystone	Berkeley	CA	Roadrunner, They Love Each Other, Sitting Here In Limbo, That's Alright Mama,	Tore Up Over You, The Night They Drove Old Dixie Down, The Harder They Come, All By Myself*, Gomorrah, Rubin And Cherise		*=w/Will Scarlet on harmonica. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	426
11/03/78	Keystone Palo Alto	Palo Alto	CA	The Harder They Come, Mission In The Rain, Simple Twist Of Fate, Tore Up Over You, Love In The Afternoon,	So What?, That's Alright Mama, Gomorrah, I'll Be With Thee, Rhapsody In Red, Rubin And Cherise		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	427
11/04/78	Keystone Palo Alto	Palo Alto	CA				Unsure of Date. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	428
06/30/90	Oakland-Alameda County Coliseum	Oakland	CA				Jerry Garcia, Bob Weir, Mickey Hart - Nelson Mandela celebration	1/26/96 0:00:00	429
04/29/90	South of Market Cultural Center	San Francisco	CA	Born In Chicago*, Chicago Is Your Home*, Tough As Nails*, I'll Change Your Flat Tire Merle*, Small Walk-In Box*, Down In The Bottom*			*=only time played. Jerry Garcia, Pete Sears, Nick Gravenites, and Animal Mind - Brian Wilson Defense Committee benefit	2/12/96 0:00:00	430
10/07/79	Keystone	Berkeley	CA	How Sweet It Is To Be Loved By You, Catfish John, Simple Twist Of Fate, After Midnight, Friend Of The Devil, The Harder They Come	Money Honey, They Love Each Other, Sitting Here In Limbo, Russian Lullaby, That's Alright Mama, Tore Up Over You		Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	431
10/14/79	Keystone Palo Alto	Palo Alto	CA	Sugaree, They Love Each Other, Let It Rock, Deal, After Midnight, I'll Take A Melody	Money Honey, Love In The Afternoon, That's Alright Mama, Russian Lullaby, Postively 4th Street, The Harder They Come		Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	432
10/21/79	Keystone	Berkeley	CA	After Midnight, Sitting Here In Limbo, Let It Rock, Deal, Simple Twist Of Fate	How Sweet It Is To Be Loved By You, Catfish John, Postively 4th Street, That's Alright Mama, Russian Lullaby, Tore Up Over You		Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	433
11/16/79	Keystone Palo Alto	Palo Alto	CA	After Midnight, Catfish John, Simple Twist Of Fate, How Sweet It Is To Be Loved By You	Sugaree, They Love Each Other, That's Alright Mama, Sitting Here In Limbo, Tore Up Over You		Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	434
11/18/79	Keystone	Berkeley	CA	Money Honey, They Love Each Other, Let It Rock, Russian Lullaby, How Sweet It Is To Be Loved By You	The Harder They Come, Simple Twist Of Fate, After Midnight, Tore Up Over You		Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	435
12/17/79	Keystone	Berkeley	CA	Sugaree, Catfish John, That's Alright Mama, How Sweet It Is To Be Loved By You	After Midnight, Simple Twist Of Fate, The Harder They Come		Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	436
12/20/79	Keystone Palo Alto	Palo Alto	CA	How Sweet It Is To Be Loved By You, Catfish John, After Midnight, Tore Up Over You, Love In The Afternoon, Let It Rock, Simple Twist Of Fate, That's Alright Mama			Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	437
12/21/79	Keystone Palo Alto	Palo Alto	CA	Sugaree, They Love Each Other, Russian Lullaby, After Midnight, How Sweet It Is To Be Loved By You, Postively 4th Street Deal			Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	438
12/22/79	Keystone	Berkeley	CA		Sitting Here In Limbo, Deal, After Midnight, Simple Twist Of Fate, Let It Rock, Postively 4th Street, The Harder They Come		Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	439
01/20/80	Keystone Palo Alto	Palo Alto	CA	Sitting Here In Limbo, That's Alright Mama, Friend Of The Devil, Tore Up Over You, The Harder They Come, Russian Lullaby, Masterpiece, After Midnight-> Eleanor Rigby-> After Midnight			Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	440
01/24/80	Rio Theater	Rodeo	CA	How Sweet It Is To Be Loved By You, They Love Each Other, It Takes A Lot To Laugh It Takes A Train To Cry, That's Alright Mama, Tore Up Over You	Masterpiece, Sitting Here In Limbo, Russian Lullaby, After Midnight-> Eleanor Rigby-> After Midnight		Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	441
01/27/80	Keystone	Berkeley	CA	It Takes A Lot To Laugh It Takes A Train To Cry, They Love Each Other, That's Alright Mama, Simple Twist Of Fate, How Sweet It Is To Be Loved By You	The Harder They Come, Masterpiece, After Midnight-> Eleanor Rigby-> After Midnight, Tore Up Over You		Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	442
02/01/80	The Stone	San Francisco	CA	Sugaree, Catfish John, Let It Rock, Simple Twist Of Fate, That's Alright Mama	I'll Take A Melody, How Sweet It Is To Be Loved By You, Russian Lullaby, Masterpiece		Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	443
02/02/80	The Stone	San Francisco	CA	It Takes A Lot To Laugh It Takes A Train To Cry, They Love Each Other, Money Honey, Sitting Here In Limbo	The Harder They Come, Masterpiece, Russian Lullaby, After Midnight-> Eleanor Rigby-> After Midnight, Midnight Moonlight		Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	444
02/07/80	The Catalyst	Santa Cruz	CA	Sugaree, Catfish John, How Sweet It Is To Be Loved By You, Let It Rock, That's Alright Mama, I'll Take A Melody, Simple Twist Of Fate, The Harder They Come*, How Sweet It Is To Be Loved By You*, Masterpiece*			*=not listed in GarciaBase. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	2/12/96 0:00:00	445
02/12/80	Lisner Auditorium, G.W.U.	Washington	DC	Sugaree, Catfish John, How Sweet It Is To Be Loved By You, Sitting Here In Limbo, That's Alright Mama, Deal, E: Masterpiece			Rachel Sweet opened. Early Show. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	446
02/12/80	Lisner Auditorium, G.W.U.	Washington	DC	The Harder They Come, It Takes A Lot To Laugh It Takes A Train To Cry, They Love Each Other, Russian Lullaby, After Midnight-> Eleanor Rigby-> After Midnight, I'll Take A Melody, Tore Up Over You			Rachel Sweet Opened. Late Show. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	447
02/13/80	Palace Theatre, S.U.N.Y.	Albany	NY	How Sweet It Is To Be Loved By You, Friend Of The Devil, Simple Twist Of Fate, Let It Rock, That's Alright Mama	Sugaree, Tore Up Over You, I'll Take A Melody		Rachel Sweet opened. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	448
02/15/80	Orpheum Theater	Boston	MA	Sugaree, Catfish John, How Sweet It Is To Be Loved By You, Let It Rock, Sitting Here In Limbo, That's Alright Mama-> Deal, E: Masterpiece			Rachel Sweet opened. Early show. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	449
02/15/80	Orpheum Theater	Boston	MA	I'll Take A Melody, Tore Up Over You, They Love Each Other, Russian Lullaby-> Eleanor Rigby-> After Midnight, The Harder They Come, Catfish John, Let It Rock			Rachel Sweet opened. Late show. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	450
02/16/80	Gym, U. of New Haven	New Haven	CT	How Sweet It Is To Be Loved By You, They Love Each Other, Let It Rock, Simple Twist Of Fate, That's Alright Mama	It Takes A Lot To Laugh It Takes A Train To Cry, Tore Up Over You, Russian Lullaby, Masterpiece		Rachel Sweet opened. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	451
02/17/80	Oxford Plains Speedway	Oxford	ME	I'll Take A Melody, Friend Of The Devil, How Sweet It Is To Be Loved By You, Catfish John, Deal, Postively 4th Street, That's Alright Mama	Money Honey, Sitting Here In Limbo, Let It Rock, After Midnight-> Eleanor Rigby-> After Midnight, It Takes A Lot To Laugh It Takes A Train To Cry-> The Harder They Come		Robert Hunter opened. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	452
02/19/80	Landmark Theater	Syracuse	NY	Sugaree, That's What Love Will Make You Do, Catfish John, Simple Twist Of Fate, They Love Each Other, That's Alright Mama	I'll Take A Melody, How Sweet It Is To Be Loved By You, The Harder They Come, Russian Lullaby, Midnight Moonlight, E: Masterpiece		Robert Hunter opened. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/26/96 0:00:00	453
02/20/80	Fine Arts Center, U. Mass.	Amherst	MA	How Sweet It Is To Be Loved By You, Catfish John, That's What Love Will Make You Do, Simple Twist Of Fate, They Love Each Other, That's Alright Mama, Deal			Early Show. Robert Hunter opened. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/28/96 0:00:00	454
02/20/80	Fine Arts Center, U. Mass.	Amherst	MA	Sugaree, Sitting Here In Limbo, Tore Up Over You, Russian Lullaby, The Harder They Come, Midnight Moonlight			Late Show. Robert Hunter opened. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/28/96 0:00:00	455
02/22/80	The Barn, Rutgers U.	New Brunswick	NJ	It Takes A Lot To Laugh It Takes A Train To Cry, They Love Each Other, Let It Rock, Simple Twist Of Fate, That's Alright Mama	Sugaree, I'll Take A Melody, That's What Love Will Make You Do, Friend Of The Devil, How Sweet It Is To Be Loved By You-> Midnight Moonlight, E: Masterpiece		Robert Hunter opened. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/28/96 0:00:00	456
02/23/80	Tower Theatre	Upper Darby	PA	Catfish John, How Sweet It Is To Be Loved By You, Friend Of The Devil, That's What Love Will Make You Do, Postively 4th Street, That's Alright Mama, Sitting Here In Limbo, E: Deal			Early show. Robert Hunter opened. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/28/96 0:00:00	457
02/23/80	Tower Theatre	Upper Darby	PA	Sugaree, The Harder They Come, Russian Lullaby, Tore Up Over You-> Midnight Moonlight, E: Masterpiece			Late show. Robert Hunter opened. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/28/96 0:00:00	458
02/24/80	Gym, S.U.N.Y.	Stony Brook	NY	Sugaree, Catfish John, How Sweet It Is To Be Loved By You, Sitting Here In Limbo, That's Alright Mama	That's What Love Will Make You Do, Masterpiece, Tore Up Over You, I'll Take A Melody, The Harder They Come, E: Midnight Moonlight		Robert Hunter opened. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/28/96 0:00:00	459
02/26/80	Ocean State Theater	Providence	RI	How Sweet It Is To Be Loved By You, Knockin' On Heaven's Door, They Love Each Other, That's What Love Will Make You Do, Mission In The Rain	The Harder They Come, Tiger Rose*, Promontory Rider*, It's No Use, Russian Lullaby, Midnight Moonlight, E: Dear Prudence		*=w/Robert Hunter. Robert Hunter opened. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/28/96 0:00:00	460
02/28/80	Keane College	Union	NJ	Mission In The Rain, Simple Twist Of Fate, Cats Under The Stars, Lonesome And A Long Way From Home-> How Sweet It Is To Be Loved By You, After Midnight-> Eleanor Rigby-> After Midnight, I'll Take A Melody			Early show. Robert Hunter opened. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn	1/28/96 0:00:00	461
02/28/80	Keane College	Union	NJ	Tiger Rose*, Promontory Rider*			Late show. *=w/Robert Hunter. Robert Hunter opened. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn. Set list incomplete.	1/28/96 0:00:00	462
02/29/80	Calderone Theatre	Hempstead	NY	How Sweet It Is To Be Loved By You, Masterpiece, The Harder They Come, Tiger Rose*, Promontory Rider*, They Love Each Other, Dear Prudence, Midnight Moonlight, Knockin' On Heaven's Door, Deal, E: Let It Rock			Early show. *=w/Robert Hunter. Robert Hunter opened. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn. FM broadcast WLIR-Long Island.	1/28/96 0:00:00	463
02/29/80	Calderone Theatre	Hempstead	NY	How Sweet It Is To Be Loved By You, Masterpiece, Russian Lullaby, The Harder They Come, Tiger Rose*, Promontory Rider*, Dear Prudence, E: Midnight Moonlight			Early show. *=w/Robert Hunter. Robert Hunter opened. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn. FM broadcast WLIR-Long Island.	1/28/96 0:00:00	464
03/01/80	Capitol Theater	Passaic	NJ	Sugaree, Catfish John, How Sweet It Is To Be Loved By You, Simple Twist Of Fate, Sitting Here In Limbo, That's Alright Mama, E: Deal			Early show. Robert Hunter opened. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn. FM broadcast WNEW-New York.	1/28/96 0:00:00	465
03/01/80	Capitol Theater	Passaic	NJ	Mission In The Rain, That's What Love Will Make You Do, The Harder They Come, Russian Lullaby, Tiger Rose*, Promontory Rider*, Midnight Moonlight, E: Dear Prudence			Late show. *=w/Robert Hunter. Robert Hunter opened. Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn. FM broadcast WNEW-New York.	1/28/96 0:00:00	466
03/07/80	The Stone	San Francisco	CA	Mission In The Rain, They Love Each Other, How Sweet It Is To Be Loved By You, Let It Rock, It's Too Late, That's Alright Mama	The Harder They Come, Catfish John, Russian Lullaby, That's What Love Will Make You Do, Midnight Moonlight		Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn.	1/28/96 0:00:00	467
03/08/80	The Stone	San Francisco	CA	Sugaree, That's What Love Will Make You Do, Simple Twist Of Fate, Tore Up Over You	I'll Take A Melody, How Sweet It Is To Be Loved By You, After Midnight-> Eleanor Rigby-> After Midnight, Masterpiece, Midnight Moonlight		Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn.	1/28/96 0:00:00	468
03/26/80	Keystone	Berkeley	CA				Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn.	1/28/96 0:00:00	469
03/27/80	Keystone	Berkeley	CA	Sugaree, Catfish John, Simple Twist Of Fate, That's Alright Mama, Masterpiece	The Harder They Come, Mission In The Rain, Russian Lullaby, Dear Prudence, Midnight Moonlight		Jerry Garcia, Ozzie Allers, Johnny de Foncesca, John Kahn.	1/28/96 0:00:00	470
07/18/80	The Stone	San Francisco	CA	Sugaree, Catfish John, How Sweet It Is To Be Loved By You, Tangled Up In Blue, That's What Love Will Make You Do	I'll Take A Melody, They Love Each Other, Russian Lullaby, Midnight Moonlight		Jerry Garcia, Ozzie Allers, Greg Errico, John Kahn.	1/28/96 0:00:00	471
07/19/80	The Stone	San Francisco	CA	Deal, Sitting Here In Limbo, Money Honey, Tangled Up In Blue	The Harder They Come, Mission In The Rain, Simple Twist Of Fate, Dear Prudence-> Midnight Moonlight		Jerry Garcia, Ozzie Allers, Greg Errico, John Kahn.	1/28/96 0:00:00	472
07/24/80	Bushnell Auditorium	Hartford	CT	Sugaree, That's What Love Will Make You Do, Friend Of The Devil, Simple Twist Of Fate, Tangled Up In Blue, I'll Take A Melody, Sitting Here In Limbo	Russian Lullaby, Mystery Train, Mission In The Rain, Midnight Moonlight, Dear Prudence		Jerry Garcia, Ozzie Allers, Greg Errico, John Kahn.	1/28/96 0:00:00	473
07/25/80	Orpheum Theater	Boston	MA	How Sweet It Is To Be Loved By You, Tangled Up In Blue, Let It Rock, Deal, Catfish John, The Harder They Come, Simple Twist Of Fate			Early show. Jerry Garcia, Ozzie Allers, Greg Errico, John Kahn.	1/28/96 0:00:00	474
07/25/80	Orpheum Theater	Boston	MA	Mission In The Rain, They Love Each Other, I'll Take A Melody, That's What Love Will Make You Do, Russian Lullaby, Midnight Moonlight, E: Sugaree			Late show. Jerry Garcia, Ozzie Allers, Greg Errico, John Kahn.	1/28/96 0:00:00	475
